"","ModMeanVal","ModMinVal","ModMaxVal","Age","AncVal","MCCAbsRateMean","MCCAbsRateMin","MCCAbsRateMax","MeanAbsRate_Mean","MeanLower95Rate","MeanUpper95Rate","MinAbsRate_Mean","MinLower95Rate","MinUpper95Rate","MaxAbsRate_Mean","MaxLower95Rate","MaxUpper95Rate"
"A_97.5_1",-9.54110037331442,-33.5,14.133332824707,37.543150907,-0.700310298333409,0.235483433366607,0.873653087427753,0.3951091681086,0.266350851604407,0.147790930305046,0.41392060123079,0.954911711223734,0.433750658304369,1.67303925314577,0.414034655569449,0.0715572367411575,0.920283268829942
"A_97.5_2",7.54961834006182,-3.4,18.366667175293,12.70249145,7.51416597268832,0.00279097746399226,0.859214589173238,0.854360047816028,0.0156649889290385,6.90588395580208e-06,0.0452370693271981,1.05021615944556,0.307067873912543,2.17754870600914,1.05366200214846,0.303457884162427,2.23939670253312
"A_97.5_3",13.3416667090522,-5.56666679382324,24.433332824707,21.25149071,15.2998373635251,0.0921427433583045,0.981884256596151,0.429781401494064,0.105759252318465,1.86016643010433e-05,0.257914541323572,1.04681798868401,0.396893603381316,1.8606030461327,0.451517998529525,0.2445482346649,0.735246048870848
"A_97.5_4",7.42312920756486,-4.26666679382324,21.633332824707,14.701264098,4.42652446540552,0.203833134496713,0.591322705399967,1.17043053200047,0.227900079651012,0.0449546625256491,0.518233140726362,0.624551529243602,0.231526163124143,1.25665900672766,1.2641466432963,0.39823209653555,2.6617207317384
"A_97.5_5",9.32456145035593,-4.26666679382324,13.3,15.491661588,14.9506670334555,0.363169925391194,1.24049532828452,0.106551968236522,0.358552744409769,0.118307299408393,0.687034891589462,1.23627895286519,0.491038174900204,2.36035328287916,0.102024754620551,0.00949418998573189,0.216232588052294
"A_97.5_6",12.7738094329834,-23.866667175293,23.333332824707,42.96679854,11.6108223518209,0.0270671104359755,0.825695437701417,0.27282717985081,0.0297110201825913,2.37809956128984e-06,0.0716861858675771,0.900107537286522,0.440152346179678,1.46719205260485,0.281619200137731,0.165439663369402,0.439618944510167
"A_97.5_7",6.62539686773505,-0.0333333343267441,14.4,16.535037103,7.46773359191394,0.0509425360784988,0.453646815517562,0.419247103281571,0.043229277187148,0.0129990876033591,0.0789646068220746,0.554051672934411,0.208824534408078,0.981335773322643,0.553301850034162,0.184849009682969,1.03727436097154
"A_97.5_8",17.3925923665364,17.033332824707,18.433332824707,23.780916021,9.68405427529825,0.324148072531396,0.309041020241562,0.367911755025862,0.349919223173425,0.172908703785714,0.610567883402634,0.333753667054958,0.151801990941194,0.574347843577919,0.396749289803375,0.199785005886626,0.681042921953553
"A_97.5_9",9.66111094156901,-6.63333358764648,22.433332824707,23.780916021,9.68405427529825,0.000964779225029666,0.686154723751409,0.536113854409576,0.05146076836954,3.66097435311872e-05,0.146922623782199,0.731172325105947,0.29883667823888,1.28634926649672,0.576736783370283,0.269587800969648,0.951907912346255
"A_97.5_10",10.5760000305176,1.26666669845581,22.433332824707,6.69954347500001,8.70031426738073,0.279972175736477,1.10957524145702,2.0498439346759,0.303133675370791,0.12555558128809,0.533700348590784,1.20440170271618,0.3528160409176,2.34462438087749,2.2232871427977,0.831312187568064,4.27432852664091
"A_97.5_11",9.85757568234746,-0.0333333343267441,17.3,22.682308557,8.65245091868209,0.0531306044372393,0.3829321090127,0.381246426464346,0.0591922559203746,0.0235239237961693,0.101525556144531,0.390578926783392,0.152556236531905,0.746117218477604,0.397529452220042,0.1725911575097,0.713984080487729
"A_97.5_12",22.211110941569,20.633332824707,25.366667175293,14.400989237,17.248821680841,0.344579749284069,0.23501935097419,0.563700545903827,0.395668368155675,0.156029808865921,0.688444091882693,0.271378559457106,0.0897487694932448,0.48991056084631,0.644247985552814,0.262258995297251,1.13276323965471
"A_97.5_13",8.42666678237915,1.26666669845581,19.566667175293,6.69954347500001,8.70031426738073,0.0408456913553467,1.10957524145702,1.6219542344133,0.0516737259424376,0.000163851663727565,0.15501913785962,1.20190536153189,0.36904545603357,2.34462438087749,1.75791691080831,0.66544194889838,3.38879188813438
"A_97.5_14",14.6666666242811,6.26666679382324,23.533332824707,36.44096371,10.347599286008,0.118522313862075,0.111987501885547,0.361838222601139,0.115982412715298,0.022820875185268,0.227178336305229,0.163428703165463,0.0344034834803186,0.330746173545059,0.410631831834491,0.207542252258354,0.68498722750727
"A_97.5_15",8.84814831415813,1.43333330154419,18.366667175293,22.682308557,8.65245091868209,0.00862775475363381,0.318270849679893,0.428272820299546,0.0179429628320861,5.09703815076155e-05,0.0419275426239011,0.331969657910273,0.126304584033011,0.633342896477714,0.46186036672258,0.180067669237657,0.809532558081372
"A_97.5_16",20.633332824707,20.633332824707,20.633332824707,15.491661588,14.9506670334555,0.366820935183178,0.366820935183178,0.366820935183178,0.369616623922156,0.166821614004079,0.707596181698497,0.369616623922156,0.166821614004079,0.707596181698497,0.369616623922156,0.166821614004079,0.707596181698497
"A_97.5_17",13.8,13.8,13.8,79.96952531,8.84566224467207,0.0619528218546071,0.0619528218546071,0.0619528218546071,0.0696688248094293,0.0277506905115281,0.120301103508057,0.0696688248094293,0.0277506905115281,0.120301103508057,0.0696688248094293,0.0277506905115281,0.120301103508057
"A_97.5_18",13.4333332061767,12.1666664123535,14.7,22.963416705,14.737596725889,0.0567974503301308,0.111957656239184,0.00163724442107288,0.131114589605008,0.0143916262728948,0.418800603889217,0.202350445440952,0.043022887160045,0.567496470772778,0.0624101368552955,5.35357031947519e-05,0.265577520587482
"A_97.5_19",20.633332824707,20.633332824707,20.633332824707,26.18291382,16.4971511501416,0.157972550457922,0.157972550457922,0.157972550457922,0.199820359775178,0.0987971138916774,0.316727252210158,0.199820359775178,0.0987971138916774,0.316727252210158,0.199820359775178,0.0987971138916774,0.316727252210158
"A_97.5_21",-4.26666679382324,-4.26666679382324,-4.26666679382324,37.543150907,-0.700310298333409,0.0949935316916854,0.0949935316916854,0.0949935316916854,0.117042478163037,0.000160363681054508,0.22156415181624,0.117042478163037,0.000160363681054508,0.22156415181624,0.117042478163037,0.000160363681054508,0.22156415181624
"A_97.5_22",6.26666679382324,6.26666679382324,6.26666679382324,18.001933484,15.1617176341851,0.494116415232161,0.494116415232161,0.494116415232161,0.541954118643025,0.232760946660703,0.892705357696913,0.541954118643025,0.232760946660703,0.892705357696913,0.541954118643025,0.232760946660703,0.892705357696913
"A_97.5_25",-4.26666679382324,-4.26666679382324,-4.26666679382324,36.105559681,4.88614108006399,0.253501343138125,0.253501343138125,0.253501343138125,0.278588216167506,0.162818901178067,0.436143369482413,0.278588216167506,0.162818901178067,0.436143369482413,0.278588216167506,0.162818901178067,0.436143369482413
"A_97.5_26",12.7333335876465,7.1,18.366667175293,29.314028561,10.4346198570372,0.0784168482958876,0.11375508658246,0.270588783174235,0.0877295757652152,0.0341983834013324,0.152743984266038,0.114851445914123,0.0224935944875136,0.237820744638629,0.290248565953127,0.159531272360453,0.435496994413058
"A_97.5_28",6.84444452921549,6.8,6.93333358764648,9.89882831400001,7.93528053038327,0.110198496889274,0.114688374661235,0.10121874134535,0.127833011492156,0.0380811621081157,0.253872506104484,0.132744765996573,0.0406443821426559,0.262384577090086,0.118009502483319,0.0342683034010475,0.237634298609578
"A_97.5_29",7.89999980926514,7.06666641235352,10.4,25.949119321,7.57603067877405,0.0124847832592495,0.0196293469585426,0.108827173912626,0.027218020659285,4.9654951333406e-05,0.0816710213308998,0.051519582331004,0.000121632018910851,0.132989297918643,0.0927569874205378,0.0242824328853508,0.164121168740534
"A_97.5_30",6.15833339691163,3.5,10.6333335876465,12.920922647,7.54564798942525,0.107369622929809,0.313108289551177,0.238967888174623,0.100163495814676,0.0433629799716,0.174803790377617,0.337035305313244,0.153143441312246,0.575087769590624,0.298583100047711,0.112769421654894,0.536575604185037
"A_97.5_31",15.266667175293,15.266667175293,15.266667175293,29.314028561,10.4346198570372,0.164837368163188,0.164837368163188,0.164837368163188,0.176508513710502,0.100644189893605,0.265624594003547,0.176508513710502,0.100644189893605,0.265624594003547,0.176508513710502,0.100644189893605,0.265624594003547
"A_97.5_32",11.3499997138977,2.06666660308838,20.633332824707,18.461069059,14.4915220240682,0.170170118541374,0.673030114413801,0.332689877331051,0.171337446013034,0.0421988653131068,0.316233524247269,0.658641974526573,0.229450876744019,1.14101726347695,0.315967082500505,0.135289772001536,0.550128627608675
"A_97.5_33",20.633332824707,20.633332824707,20.633332824707,14.400989237,17.248821680841,0.23501935097419,0.23501935097419,0.23501935097419,0.264711207488095,0.0922608752254933,0.471938430436478,0.264711207488095,0.0922608752254933,0.471938430436478,0.264711207488095,0.0922608752254933,0.471938430436478
"A_97.5_35",8.5,8.5,8.5,23.671149091,5.31931923201425,0.134369512682216,0.134369512682216,0.134369512682216,0.144263504469356,0.0501509630112411,0.274762240674639,0.144263504469356,0.0501509630112411,0.274762240674639,0.144263504469356,0.0501509630112411,0.274762240674639
"A_97.5_37",21.7,21.7,21.7,9.21097678999999,19.8553805387304,0.200263175483437,0.200263175483437,0.200263175483437,0.234263179208914,0.112524264122379,0.389157760396297,0.234263179208914,0.112524264122379,0.389157760396297,0.234263179208914,0.112524264122379,0.389157760396297
"A_97.5_38",-3.53333320617676,-3.53333320617676,-3.53333320617676,21.814727142,5.66660207740703,0.421730477016653,0.421730477016653,0.421730477016653,0.455000879428215,0.200600573438619,0.777173323091703,0.455000879428215,0.200600573438619,0.777173323091703,0.455000879428215,0.200600573438619,0.777173323091703
"A_97.5_39",19.833332824707,19.833332824707,19.833332824707,9.21097678999999,19.8553805387304,0.00239363473885835,0.00239363473885835,0.00239363473885835,0.048368685622204,0.000191457457973226,0.125708166052433,0.048368685622204,0.000191457457973226,0.125708166052433,0.048368685622204,0.000191457457973226,0.125708166052433
"A_97.5_40",13.266667175293,13.266667175293,13.266667175293,21.814727142,5.66660207740703,0.348391481058387,0.348391481058387,0.348391481058387,0.386195880948753,0.151222264446847,0.713063327175807,0.386195880948753,0.151222264446847,0.713063327175807,0.386195880948753,0.151222264446847,0.713063327175807
"A_97.5_43",25.6,25.6,25.6,21.25149071,15.2998373635251,0.484679535051538,0.484679535051538,0.484679535051538,0.509203648834271,0.271764647401895,0.829068154351329,0.509203648834271,0.271764647401895,0.829068154351329,0.509203648834271,0.271764647401895,0.829068154351329
"A_97.5_46",6.93333358764648,6.93333358764648,6.93333358764648,17.780809054,7.29440327159439,0.0203067072398872,0.0203067072398872,0.0203067072398872,0.0194757211227022,0.0054980446741482,0.0369259684976611,0.0194757211227022,0.0054980446741482,0.0369259684976611,0.0194757211227022,0.0054980446741482,0.0369259684976611
"A_97.5_47",5.73333320617676,5.73333320617676,5.73333320617676,50.58225703,6.9578023998493,0.02420748431503,0.02420748431503,0.02420748431503,0.0238469180404745,0.000815299574402437,0.0434742190063876,0.0238469180404745,0.000815299574402437,0.0434742190063876,0.0238469180404745,0.000815299574402437,0.0434742190063876
"A_97.5_48",6.93333358764648,6.93333358764648,6.93333358764648,12.70249145,7.51416597268832,0.0457258630976552,0.0457258630976552,0.0457258630976552,0.0514413787562425,0.0157552768595783,0.100224441664413,0.0514413787562425,0.0157552768595783,0.100224441664413,0.0514413787562425,0.0157552768595783,0.100224441664413
"A_97.5_49",-0.0333333343267441,-0.0333333343267441,-0.0333333343267441,14.701264098,4.42652446540552,0.303365599720027,0.303365599720027,0.303365599720027,0.316175575954614,0.114452301724623,0.613406643555326,0.316175575954614,0.114452301724623,0.613406643555326,0.316175575954614,0.114452301724623,0.613406643555326
"A_97.5_62",15.766667175293,15.766667175293,15.766667175293,18.461069059,14.4915220240682,0.0690721185836812,0.0690721185836812,0.0690721185836812,0.0542352831730144,1.35182024521685e-05,0.121252767384643,0.0542352831730144,1.35182024521685e-05,0.121252767384643,0.0542352831730144,1.35182024521685e-05,0.121252767384643
"A_97.5_64",3.46666679382324,3.46666679382324,3.46666679382324,32.14425534,11.0240264829954,0.235107629939955,0.235107629939955,0.235107629939955,0.216811509868543,0.0801994793897225,0.421031624740037,0.216811509868543,0.0801994793897225,0.421031624740037,0.216811509868543,0.0801994793897225,0.421031624740037
"A_97.5_65",10.3333335876465,10.3333335876465,10.3333335876465,25.949119321,7.57603067877405,0.106258053491666,0.106258053491666,0.106258053491666,0.0898349512817007,0.0221647072720307,0.161950221320491,0.0898349512817007,0.0221647072720307,0.161950221320491,0.0898349512817007,0.0221647072720307,0.161950221320491
"A_97.5_68",6.93333358764648,6.93333358764648,6.93333358764648,15.055991361,7.19844433545518,0.0176083222587005,0.0176083222587005,0.0176083222587005,0.0188888099509825,0.00578045069878507,0.0380381559426886,0.0188888099509825,0.00578045069878507,0.0380381559426886,0.0188888099509825,0.00578045069878507,0.0380381559426886
"A_97.5_70",6.93333358764648,6.93333358764648,6.93333358764648,15.055991361,7.19844433545518,0.0176083222587005,0.0176083222587005,0.0176083222587005,0.0187726700741472,0.00524326161111367,0.0360550158642226,0.0187726700741472,0.00524326161111367,0.0360550158642226,0.0187726700741472,0.00524326161111367,0.0360550158642226
"A_97.5_72",-23.866667175293,-23.866667175293,-23.866667175293,41.152354061,4.06989571746668,0.678856982308944,0.678856982308944,0.678856982308944,0.712140433383613,0.368735351368475,1.13236975160515,0.712140433383613,0.368735351368475,1.13236975160515,0.712140433383613,0.368735351368475,1.13236975160515
"I_97.5_1",5.85272727576169,-12.8,24.466667175293,11.389449832,2.68424982420435,0.278194074190935,1.35952570603538,1.91250830131306,0.324383760355568,0.00550739291032315,0.790143400530101,1.55843506218681,0.573211770295381,2.84733169913444,2.20251191070678,0.626313565228593,4.42324761222661
"I_97.5_2",12.933332824707,12.933332824707,12.933332824707,52.56893601,12.1685840585922,0.0145475412697981,0.0145475412697981,0.0145475412697981,0.0249734042337574,8.99805026186804e-06,0.0758589907905176,0.0249734042337574,8.99805026186804e-06,0.0758589907905176,0.0249734042337574,8.99805026186804e-06,0.0758589907905176
"I_97.5_3",18.2666664123535,15.9,20.633332824707,36.377216747,14.306880919865,0.108853448575476,0.0437944192161535,0.173912477934798,0.112091945245485,0.0501954005840687,0.202451866419327,0.0502152091187106,0.000210530016212131,0.112068831481823,0.176405517273874,0.0884494520868534,0.28729850491235
"I_97.5_4",9.16666647593179,1.86666660308838,14.133332824707,24.849978592,7.1544948266553,0.0809727719413114,0.212790051467861,0.280838793168957,0.0890028224475541,0.000169895302952447,0.225731366903616,0.231171759033728,0.124169891296465,0.354861823228256,0.303607271288149,0.0938823204377511,0.590246712745427
"I_97.5_6",11.811110941569,7.36666641235352,20.633332824707,40.048744197,13.2686980585581,0.036395326400728,0.147371203880262,0.183891777727717,0.0213291180021803,0.000210260731213007,0.0604630401325909,0.124558567439766,0.0596371235986836,0.212655940342188,0.228539241480474,0.0968450786917352,0.3727329505766
"I_97.5_8",20.633332824707,20.633332824707,20.633332824707,36.377216747,14.306880919865,0.173912477934798,0.173912477934798,0.173912477934798,0.170584007592113,0.0884494520868534,0.280862246799555,0.170584007592113,0.0884494520868534,0.280862246799555,0.170584007592113,0.0884494520868534,0.280862246799555
"I_97.5_11",9,9,9,15.25131929,12.4601419374708,0.226874926140947,0.226874926140947,0.226874926140947,0.232872886231417,0.0721234742146115,0.452723503961342,0.232872886231417,0.0721234742146115,0.452723503961342,0.232872886231417,0.0721234742146115,0.452723503961342
"I_97.5_12",-4.26666679382324,-4.26666679382324,-4.26666679382324,11.389449832,2.68424982420435,0.610294326816224,0.610294326816224,0.610294326816224,0.696154698688547,0.310229784181073,1.20769968603072,0.696154698688547,0.310229784181073,1.20769968603072,0.696154698688547,0.310229784181073,1.20769968603072
"I_97.5_13",12.2333335876465,12.2333335876465,12.2333335876465,32.96695621,12.2901059326591,0.00172209847493862,0.00172209847493862,0.00172209847493862,0.00601580362746678,7.6055631299656e-06,0.0143481975050283,0.00601580362746678,7.6055631299656e-06,0.0143481975050283,0.00601580362746678,7.6055631299656e-06,0.0143481975050283
"I_97.5_16",16.066667175293,16.066667175293,16.066667175293,15.25131929,12.4601419374708,0.236473000744727,0.236473000744727,0.236473000744727,0.23881571308586,0.0792851647397161,0.464315705338027,0.23881571308586,0.0792851647397161,0.464315705338027,0.23881571308586,0.0792851647397161,0.464315705338027
"G_97.5_1",21.4,18.633332824707,23.966667175293,16.688376425,24.5819459399929,0.190668394513574,0.356452477089061,0.0368687012463487,0.224150214858386,0.0450632771277146,0.519552497568069,0.415177739087268,0.0998107169287397,0.916016229680057,0.0477294819265992,0.000134275577059711,0.139687697338389
"G_97.5_3",18.4266665649414,11.8,24.266667175293,9.97839808500001,20.6649828358283,0.224316193022169,0.888417435375179,0.360948151074361,0.265727141978154,0.0743336703416521,0.558001884561882,1.05522697965981,0.272585545535864,2.20768206594948,0.430049458330412,0.103721145935445,0.901409749823111
"G_97.5_5",22.011110941569,18.633332824707,24.4,10.159042014,21.4111112951872,0.0590606521318594,0.273429174389887,0.294209700156162,0.0672023388817828,0.0116908893883843,0.153753254943233,0.317314606696289,0.0924162916183231,0.674078379681707,0.339146881208952,0.0808074489179102,0.722502240102273
"G_97.5_7",20.6,18.633332824707,22.566667175293,10.159042014,21.4111112951872,0.0798413171310267,0.273429174389887,0.113746540127833,0.0934346391409144,0.0245527817651736,0.186063972403255,0.317314606696289,0.0924162916183231,0.674078379681707,0.13044532841446,0.0269213730040791,0.281352942961541
"G_97.5_8",21.9833332061768,20.133332824707,24.7,42.94213548,22.1739303394756,0.00443846425354291,0.0475197027804769,0.0588249660220303,0.00873127195588777,1.31269009790712e-05,0.0222373206170701,0.0531095939621997,0.0220999262538284,0.0993698302653201,0.0614697406843734,0.0344871946764796,0.097384793702023
"G_97.5_9",21.075,20.433332824707,21.766667175293,23.383270245,20.9380926594153,0.00585492701192788,0.0215863662105291,0.0354345011282087,0.0091565903329472,2.15723536340115e-06,0.0219360853258421,0.0232801349246189,0.00443500461887079,0.0446227475690624,0.0402172143278008,0.00805715419983051,0.08103781269306
"G_97.5_10",29.0166656494141,28.6666656494141,29.3666656494141,16.688376425,24.5819459399929,0.2657370373536,0.244764356064144,0.286709718643057,0.301750693960781,0.117420210058261,0.603688967357534,0.27758456582033,0.109445288886019,0.550153954099687,0.325916822101231,0.125395131230504,0.657223980615382
"G_97.5_13",24.4,24.4,24.4,40.154318814,22.0344330947843,0.0589118922966498,0.0589118922966498,0.0589118922966498,0.0598262515933721,0.0320599826351838,0.0905361572138506,0.0598262515933721,0.0320599826351838,0.0905361572138506,0.0598262515933721,0.0320599826351838,0.0905361572138506
"G_97.5_14",21.966667175293,21.966667175293,21.966667175293,84.79894173,17.8344725154827,0.0487293187333308,0.0487293187333308,0.0487293187333308,0.0444791112877803,0.0144199778037925,0.0743951895303624,0.0444791112877803,0.0144199778037925,0.0743951895303624,0.0444791112877803,0.0144199778037925,0.0743951895303624
"G_97.5_15",23.2166664123535,18.733332824707,27.7,42.94213548,22.1739303394756,0.0242823525477342,0.0801217144026526,0.128686419498121,0.0240668042452548,0.0108534842465246,0.0404104425353149,0.0884654645351369,0.036858481826258,0.148644091517163,0.136599073025647,0.077096238902914,0.220148848308282
"G_97.5_17",22.5,22.5,22.5,36.305359744,22.0635326355325,0.0120221192558107,0.0120221192558107,0.0120221192558107,0.011664273160712,3.84791462444805e-05,0.0237817879002977,0.011664273160712,3.84791462444805e-05,0.0237817879002977,0.011664273160712,3.84791462444805e-05,0.0237817879002977
"G_97.5_18",22.7,22.7,22.7,9.97839808500001,20.6649828358283,0.203942270776992,0.203942270776992,0.203942270776992,0.243397018755622,0.0556748129495004,0.512015062745453,0.243397018755622,0.0556748129495004,0.512015062745453,0.243397018755622,0.0556748129495004,0.512015062745453
"G_97.5_20",22.7,22.7,22.7,9.00143817400001,22.6099326151249,0.0100058882962961,0.0100058882962961,0.0100058882962961,0.0106297960280687,0.00438269545057547,0.0190746493670083,0.0106297960280687,0.00438269545057547,0.0190746493670083,0.0106297960280687,0.00438269545057547,0.0190746493670083
"G_97.5_21",22.7,22.7,22.7,9.00143817400001,22.6099326151249,0.0100058882962961,0.0100058882962961,0.0100058882962961,0.0109143145954098,0.00438269545057547,0.0206822396425694,0.0109143145954098,0.00438269545057547,0.0206822396425694,0.0109143145954098,0.00438269545057547,0.0206822396425694
"S_97.5_1",5.3022764200699,-23.533332824707,24.066667175293,15.723396539,8.08896851441683,0.177232195819451,2.01116223588768,1.01617348524191,0.169067152431715,0.0821779978393324,0.27344547440487,2.13926703293532,1.13791438973553,3.57277628808181,1.11301432224217,0.575040937304612,1.85745167974095
"S_97.5_2",8.54385181710455,-5.63333320617676,22.2,86.68241125,8.92016508070646,0.00434128744430729,0.16789447913383,0.153201032686934,0.0125527173690471,4.72481683583399e-06,0.0326119396542811,0.185801390605901,0.106686159023157,0.291158006351182,0.187920199267004,0.0817657096984596,0.305399542009117
"S_97.5_3",11.2568627974566,2.5,14.2,28.081076908,8.18575561136079,0.109365719703609,0.20247640893505,0.214174278584231,0.121068231656121,0.0492027680709878,0.220543815387918,0.23000664225131,0.103781999907447,0.390301310039439,0.239062717372547,0.103448005458228,0.427176664588086
"S_97.5_4",8.65833333333333,2.1,24.933332824707,49.847687378,8.06906964761282,0.0118212843306464,0.119746170014845,0.338315859053015,0.0119487417917022,2.86019067610853e-05,0.0284183511552974,0.127664442691176,0.0644081186927088,0.194734884188071,0.35396424395733,0.188714249865886,0.533309310627451
"S_97.5_6",8.01666679382324,7.8,8.23333358764648,19.526636808,8.01454739237005,0.000108538990817036,0.0109874216681364,0.0112044996497705,0.0199602194672787,3.89686067323705e-07,0.0526744945679833,0.0136395568263779,6.43935027112731e-05,0.0358302206324056,0.0318118878982857,1.21232995328945e-07,0.0719566461132286
"S_97.5_7",-4.26666679382324,-4.26666679382324,-4.26666679382324,14.425143196,-3.68628528688889,0.040234020491061,0.040234020491061,0.040234020491061,0.0447971675005361,0.0222264019444943,0.0717691263059421,0.0447971675005361,0.0222264019444943,0.0717691263059421,0.0447971675005361,0.0222264019444943,0.0717691263059421
"S_97.5_8",11.1833332061768,9.46666641235352,12.9,15.723396539,8.08896851441683,0.196800016083342,0.0876208835997665,0.305979148566913,0.179746390395597,0.0769667171639097,0.299247462917344,0.0791934557569482,0.0320602088121833,0.135395742602207,0.280299325034241,0.124662262956879,0.469064130477098
"S_97.5_9",4.76666679382324,4.76666679382324,4.76666679382324,25.335888649,7.90024246608013,0.123681301085154,0.123681301085154,0.123681301085154,0.143765047040992,0.0654874501943752,0.238309753575175,0.143765047040992,0.0654874501943752,0.238309753575175,0.143765047040992,0.0654874501943752,0.238309753575175
"S_97.5_10",-4.26666679382324,-4.26666679382324,-4.26666679382324,34.246940968,-1.31306539351732,0.086244240122519,0.086244240122519,0.086244240122519,0.0883277110475879,0.0454002694005099,0.138427850692587,0.0883277110475879,0.0454002694005099,0.138427850692587,0.0883277110475879,0.0454002694005099,0.138427850692587
"S_97.5_12",7.6,7.6,7.6,63.779667928,5.04842540894799,0.0400060814667842,0.0400060814667842,0.0400060814667842,0.0533960311336107,0.00102393564193787,0.110125390243941,0.0533960311336107,0.00102393564193787,0.110125390243941,0.0533960311336107,0.00102393564193787,0.110125390243941
"S_97.5_21",-4.26666679382324,-4.26666679382324,-4.26666679382324,18.265043528,-3.37729602947773,0.0486925072465403,0.0486925072465403,0.0486925072465403,0.0473267981445823,0.0218781849448178,0.0740952729347095,0.0473267981445823,0.0218781849448178,0.0740952729347095,0.0473267981445823,0.0218781849448178,0.0740952729347095
"S_97.5_22",-4.26666679382324,-4.26666679382324,-4.26666679382324,14.425143196,-3.68628528688889,0.040234020491061,0.040234020491061,0.040234020491061,0.0441789987669352,0.0218055470015586,0.0693490704152933,0.0441789987669352,0.0218055470015586,0.0693490704152933,0.0441789987669352,0.0218055470015586,0.0693490704152933
